"Utility Name","Plant Name","Community Name","Fuel Type","Prime Mover","Net Generation MMBtu","Total Fuel MMBtu","Emission Factor","CO2 Metric Tons from Fuel","Efficiency (Max = 1.00)","Net Generation MWh","Fuel Use","Estimated Average Heat Content","Source","Notes"
"Inside Passage Electric","Kake","Kake","DFO","IC","10429","30016","73.150000000000006","2196","0.35","3057","216422","0.13900000000000001","PCE",NA
"Ipnatchiaq Electric Company","Deering","Deering","DFO","IC","2406","7701","73.150000000000006","563","0.31","705","55527","0.13900000000000001","PCE",NA
"Ketchikan Public Utilities","Beaver Falls","Ketchikan","WAT","HY","144884","405139",NA,NA,"0.36","42463","0",NA,"EIA",NA
"Ketchikan Public Utilities","Ketchikan","Ketchikan","WAT","HY","71127","198893",NA,NA,"0.36","20846","0",NA,"EIA",NA
"Ketchikan Public Utilities","Silvis","Ketchikan","WAT","HY","37522","104924",NA,NA,"0.36","10997","0",NA,"EIA",NA
"Ketchikan Public Utilities","Swan Lake","Ketchikan","WAT","HY","235964","659826",NA,NA,"0.36","69157","0",NA,"EIA",NA
"Ketchikan Public Utilities","S W Bailey","Ketchikan","DFO","IC","34816","73786","73.150000000000006","5397","0.47","10204","532476","0.13900000000000001","EIA",NA
"King Cove, City of","King Cove","King Cove","DFO","IC","8619","24829","73.150000000000006","1816","0.35","2526","179028","0.13900000000000001","PCE",NA
"King Cove, City of","King Cove","King Cove","WAT","HY","8299","23208",NA,NA,"0.36","2432","0",NA,"EIA",NA
"Kipnuk Light Plant","Kipnuk","Kipnuk","DFO","IC","5752","16436","73.150000000000006","1202","0.35","1686","118507","0.13900000000000001","PCE",NA
"Kodiak Electric Assn Inc","Kodiak","Kodiak","DFO","IC","19817","58730","73.150000000000006","4296","0.34","5808","426006","0.13900000000000001","EIA","The KEA service area includes the communities of Port Lions, Chiniak, Womens Bay and Woody Island."
"Kodiak Electric Assn Inc","Nymans Plant","Kodiak","DFO","IC","0","6740","73.150000000000006","493","0","0","48972","0.13900000000000001","EIA","The KEA service area includes the communities of Port Lions, Chiniak, Womens Bay and Woody Island."
"Kodiak Electric Assn Inc","Pillar Mountain","Kodiak","WND","WT","91097","254736",NA,NA,"0.36","26699","0",NA,"EIA","The KEA service area includes the communities of Port Lions, Chiniak, Womens Bay and Woody Island."
"Kodiak Electric Assn Inc","Port Lions","Kodiak","DFO","IC","0","252","73.150000000000006","18","0","0","1848","0.13900000000000001","EIA","The KEA service area includes the communities of Port Lions, Chiniak, Womens Bay and Woody Island."
"Kodiak Electric Assn Inc","Terror Lake","Kodiak","WAT","HY","406513","1136736",NA,NA,"0.36","119142","0",NA,"EIA","The KEA service area includes the communities of Port Lions, Chiniak, Womens Bay and Woody Island."
"Kokhanok Village Council","Kokhanok","Kokhanok","DFO","IC","1240","4700","73.150000000000006","344","0.26","363","33888","0.13900000000000001","PCE",NA
"Kotzebue Electric Association","Kotzebue","Kotzebue","DFO","IC","61570","185488","73.150000000000006","13568","0.33","18045","1337428","0.13900000000000001","PCE",NA
"Kotzebue Electric Association","Kotzebue","Kotzebue","WND","WT","4081","11411",NA,NA,"0.36","1196","0",NA,"EIA",NA
"Koyukuk, City of","Koyukuk","Koyukuk","DFO","IC","184","4068","73.150000000000006","298","0.24","54","29331","0.13900000000000001","PCE",NA
"Kwethluk Incorporated d/b/a Kuiggluum Kallugvia","Kwethluk","Kwethluk","DFO","IC","4941","15612","73.150000000000006","1142","0.32","1448","112564","0.13900000000000001","PCE",NA
"Kwigillingok Power Company","Kwigillingok","Kwigillingok","DFO","IC","3359","11085","73.150000000000006","811","0.3","984","79929","0.13900000000000001","PCE",NA
"Larsen Bay Utility Company","Larsen Bay","Larsen Bay","DFO","IC","90","711","73.150000000000006","52","0.13","26","5125","0.13900000000000001","PCE",NA
"Levelock Electrical Coop","Levelock","Levelock","DFO","IC","1447","5800","73.150000000000006","424","0.25","424","41817","0.13900000000000001","PCE",NA
"Lime Village Electric Utility","Lime Village","Lime Village","DFO","IC","248","1047","73.150000000000006","77","0.24","73","7548","0.13900000000000001","PCE",NA
"Manokotak Power Company","Manokotak","Manokotak","DFO","IC","1160","15734","73.150000000000006","1151","7.0000000000000007E-2","340","113450","0.13900000000000001","PCE",NA
"Mcgrath Light & Power","McGrath","McGrath","DFO","IC","8865","26353","73.150000000000006","1928","0.34","2598","190015","0.13900000000000001","PCE",NA
"Metlakatla Power & Light","Centennial","Metlakatla","DFO","IC","-645","679","73.150000000000006","50","-0.95","-189","4872","0.13900000000000001","EIA",NA
"Metlakatla Power & Light","Chester Lake","Metlakatla","WAT","HY","14904","41675",NA,NA,"0.36","4368","0",NA,"EIA",NA
"Metlakatla Power & Light","Purple Lake","Metlakatla","WAT","HY","55268","154544",NA,NA,"0.36","16198","0",NA,"EIA",NA
"Middle Kuskokwim Electric","Chuathbaluk","Chuathbaluk","DFO","IC","375","3770","73.150000000000006","276","0.1","110","27180","0.13900000000000001","PCE",NA
"Middle Kuskokwim Electric","Crooked Creek","Crooked Creek","DFO","IC",NA,"3140","73.150000000000006","230","0.28000000000000003",NA,"22641","0.13900000000000001","PCE",NA
"Middle Kuskokwim Electric","Red Devil","Red Devil","DFO","IC","303","1511","73.150000000000006","111","0.2","89","10892","0.13900000000000001","PCE",NA
"Middle Kuskokwim Electric","Sleetmute","Sleetmute","DFO","IC","812","3288","73.150000000000006","241","0.25","238","23707","0.13900000000000001","PCE",NA
"Middle Kuskokwim Electric","Stony River","Stony River","DFO","IC","112","1917","73.150000000000006","140","0.09","33","13821","0.13900000000000001","PCE",NA
"Naknek Electric Association","Naknek","Naknek","DFO","IC","66312","175379","73.150000000000006","12829","0.38","19435","1264538","0.13900000000000001","PCE","Provides power to South Naknek and King Salmon via intertie. Includes South Naknek's and King Salmon's data."
"Napaskiak Electric Utility","Napaskiak","Napaskiak","DFO","IC","3054","10077","73.150000000000006","737","0.3","895","72661","0.13900000000000001","PCE",NA
"Naterkaq Light Plant (City of Chefornak)","Chefornak","Chefornak","DFO","IC","5473","17035","73.150000000000006","1246","0.32","1604","122827","0.13900000000000001","PCE",NA
"Native Village of Perryville","Perryville","Perryville","DFO","IC","582","2121","73.150000000000006","155","0.27","171","15291","0.13900000000000001","PCE",NA
"Nelson Lagoon Electrical Coop","Nelson Lagoon","Nelson Lagoon","DFO","IC","1122","5241","73.150000000000006","383","0.21","329","37789","0.13900000000000001","PCE",NA
"New Koliganek Village Council","Koliganek","Koliganek","DFO","IC","2335","8180","73.150000000000006","598","0.28999999999999998","684","58983","0.13900000000000001","PCE",NA
"Nikolai, City of","Nikolai","Nikolai","DFO","IC","1384","5484","73.150000000000006","401","0.25","406","39545","0.13900000000000001","PCE",NA
"Nome Joint Utility Systems","Snake River","Nome","DFO","IC","111727","285828","73.150000000000006","20908","0.39","32745","2060912","0.13900000000000001","PCE",NA
"Nome Joint Utility Systems","Snake River","Nome","WND","WT","0","0",NA,NA,NA,"0","0",NA,"EIA",NA
"North Slope Borough Power & Light","Anaktuvuk Pass","Anaktuvuk Pass","DFO","IC","13815","42026","73.150000000000006","3074","0.33","4049","303019","0.13900000000000001","PCE",NA
"North Slope Borough Power & Light","Atqasuk","Atqasuk","DFO","IC","11560","37428","73.150000000000006","2738","0.31","3388","269865","0.13900000000000001","PCE",NA
"North Slope Borough Power & Light","Kaktovik","Kaktovik","DFO","IC","15590","48035","73.150000000000006","3514","0.32","4569","346350","0.13900000000000001","PCE",NA
"North Slope Borough Power & Light","Nuiqsut","Nuiqsut","DFO","IC","438","6650","73.150000000000006","486","7.0000000000000007E-2","128","47952","0.13900000000000001","PCE",NA
"North Slope Borough Power & Light","Point Hope","Point Hope","DFO","IC","21651","63941","73.150000000000006","4677","0.34","6346","461039","0.13900000000000001","PCE",NA
"North Slope Borough Power & Light","Point Lay","Point Lay","DFO","IC","11996","38219","73.150000000000006","2796","0.31","3516","275574","0.13900000000000001","PCE",NA
"North Slope Borough Power & Light","Wainwright","Wainwright","DFO","IC","21637","66313","73.150000000000006","4851","0.33","6342","478137","0.13900000000000001","PCE",NA
"Nunam Iqua Electric Company","Sheldon Point","Nunam Iqua","DFO","IC","3009","10219","73.150000000000006","748","0.28999999999999998","882","73684","0.13900000000000001","PCE",NA
"Nushagak Electric Cooperative","Dillingham","Dillingham","DFO","IC","61963","173246","73.150000000000006","12673","0.36","18160","1249162","0.13900000000000001","PCE","Provides power to Aleknagik via intertie. Includes Aleknagik's data."
"Ouzinkie, City of","Ouzinkie","Ouzinkie","DFO","IC","1484","5188","73.150000000000006","380","0.28999999999999998","435","37409","0.13900000000000001","PCE",NA
"Pedro Bay Village Council","Pedro Bay","Pedro Bay","DFO","IC","581","2536","73.150000000000006","185","0.23","170","18284","0.13900000000000001","PCE",NA
"Pelican Utility","Pelican","Pelican","DFO","IC","218","1897","73.150000000000006","139","0.18","64","13679","0.13900000000000001","PCE",NA
"Petersburg, City of","Blind Slough","Petersburg","DFO","IC","2254","6938","73.150000000000006","508","0.32","661","50232","0.13900000000000001","EIA",NA
"Petersburg, City of","Blind Slough","Petersburg","WAT","HY","39978","111793",NA,NA,"0.36","11717","0",NA,"EIA",NA
"Pilot Point Electric Utility","Pilot Point","Pilot Point","DFO","IC","1404","5180","73.150000000000006","379","0.27","411","37352","0.13900000000000001","PCE",NA
"Port Heiden Utilities","Port Heiden","Port Heiden","DFO","IC","1757","7913","73.150000000000006","579","0.22","515","57058","0.13900000000000001","PCE",NA
"Puvurnaq Power Company","Kongiganak","Kongiganak","DFO","IC","2871","9790","73.150000000000006","716","0.28999999999999998","842","70588","0.13900000000000001","PCE",NA
"Ruby, City of","Ruby","Ruby","DFO","IC","2217","7188","73.150000000000006","526","0.31","650","51828","0.13900000000000001","PCE",NA
"Saint George, City of","Saint George","Saint George","DFO","IC","2298","7482","73.150000000000006","547","0.31","673","53951","0.13900000000000001","PCE",NA
"Saint Paul Municipal Electric","Saint Paul","Saint Paul","DFO","IC","14121","41665","73.150000000000006","3048","0.34","4139","300418","0.13900000000000001","PCE",NA
"Seward, City of","Seward","Seward","DFO","IC","1044","3324","73.150000000000006","243","0.31","306","24066","0.13900000000000001","EIA","The Cityof Seward service area includes the communities of Crown Point, Primrose, Bear Creek and Lowell Point."
"Sitka, City & Borough of","Blue Lake","Sitka","WAT","HY","179004","500549",NA,NA,"0.36","52463","0",NA,"EIA",NA
"Sitka, City & Borough of","Green Lake","Sitka","WAT","HY","207385","579913",NA,NA,"0.36","60781","0",NA,"EIA",NA
"Sitka, City & Borough of","Jarvis Street","Sitka","DFO","IC","515","9943","73.150000000000006","727","0.05","151","71820","0.13900000000000001","EIA",NA
"Takotna Community Assoc Inc","Takotna","Takotna","DFO","IC","684","3051","73.150000000000006","223","0.22","201","21997","0.13900000000000001","PCE",NA
"Tanalian Electric Cooperative","Port Alsworth","Port Alsworth","DFO","IC","2614","9099","73.150000000000006","666","0.28999999999999998","766","65606","0.13900000000000001","PCE",NA
"Tanana Power Company Inc","Tanana","Tanana","DFO","IC","3768","12103","73.150000000000006","885","0.31","1104","87269","0.13900000000000001","PCE",NA
"Tatitlek Village Ira Council","Tatitlek","Tatitlek","DFO","IC","1561","5789","73.150000000000006","423","0.27","458","41743","0.13900000000000001","PCE",NA
"TDX Adak Generating LLC","Adak","Adak","DFO","IC",NA,"29719","73.150000000000006","2174","0.31",NA,"214285","0.13900000000000001","PCE",NA
"TDX Corporation","Sand Point","Sand Point","DFO","IC","10786","32033","73.150000000000006","2343","0.34","3161","230970","0.13900000000000001","PCE",NA
"TDX Manley Generating LLC","Manley Hot Springs","Manley Hot Springs","DFO","IC","1455","4989","73.150000000000006","365","0.28999999999999998","426","35973","0.13900000000000001","PCE",NA
"Tenakee Springs, City of","Tenakee Springs","Tenakee Springs","DFO","IC","1361","4380","73.150000000000006","320","0.31","399","31579","0.13900000000000001","PCE",NA
"Tuluksak Traditional","Tuluksak","Tuluksak","DFO","IC","2317","7805","73.150000000000006","571","0.3","679","56275","0.13900000000000001","PCE",NA
"Tuntutuliak Community","Tuntutuliak","Tuntutuliak","DFO","IC","2713","11598","73.150000000000006","848","0.23","795","83625","0.13900000000000001","PCE",NA
"Twin Hills Village Council","Twin Hills","Twin Hills","DFO","IC","954","4230","73.150000000000006","309","0.23","280","30497","0.13900000000000001","PCE",NA
"Umnak Power Company","Nikolski","Nikolski","DFO","IC","644","2860","73.150000000000006","209","0.23","189","20620","0.13900000000000001","PCE",NA
"Unalakleet Valley Electric Cooperative","Unalakleet","Unalakleet","DFO","IC","11401","32361","73.150000000000006","2367","0.35","3341","233335","0.13900000000000001","PCE",NA
"Unalaska, City of","Dutch Harbor","Unalaska","DFO","IC","153656","394973","73.150000000000006","28892","0.39","45034","2941806","0.13900000000000001","EIA",NA
"Unalaska, City of","Unalaska Power Module","Unalaska","DFO","IC","597","1708","73.150000000000006","125","0.35","175","12726","0.13900000000000001","EIA",NA
"Ungusraq Power Company","Newtok","Newtok","DFO","IC","1551","6039","73.150000000000006","442","0.26","455","43540","0.13900000000000001","PCE",NA
"Venetie Village Electric","Venetie","Venetie","DFO","IC","2413","10454","73.150000000000006","765","0.23","707","75380","0.13900000000000001","PCE",NA
"White Mountain, City of","White Mountain","White Mountain","DFO","IC","2526","9172","73.150000000000006","671","0.28000000000000003","740","66132","0.13900000000000001","PCE",NA
"Wrangell, City of","Wrangell","Wrangell","DFO","IC","2037","8346","73.150000000000006","611","0.24","597","63714","0.13900000000000001","EIA",NA
"Yakutat Power Inc","Yakutat","Yakutat","DFO","IC","20875","58324","73.150000000000006","4266","0.36","6118","420534","0.13900000000000001","PCE",NA
