"Early Release, Subject to Revision",...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16
SR-2,0,121,Anchorage Mun Light and Power,Anchorage,Railbelt_grid,Railbelt,0.1679739461492592,0,0.1679739461492592,0,No,EIA861,12,Anchorage,NA
SR-4,0,13,Golden Valley Elec Assn Inc,Fairbanks,Railbelt_grid,Railbelt,0.2114620678360741,0,0.2114620678360741,0,No,EIA861,12,"In addition to Fairbanks, the GVEA service area includes 25 other communities.",NA
SR-3,0,8,Chugach Electric Assn Inc,Anchorage,Railbelt_grid,Railbelt,0.16838948342957569,0,0.16838948342957569,0,No,EIA861,12,"In addition to Anchorage, the CEA service area includes eight other communities.",NA
SR-5,0,32,Homer Electric Assn Inc,Homer,Railbelt_grid,Railbelt,0.25256785795398295,0,0.25256785795398295,0,No,EIA861,12,"In addition to Homer, the HEA service area includes 29 other communities",NA
SR-1,0,1,Alaska Electric Light&Power Co,Juneau,Juneau_grid,Southeast,0.11851586305789567,0,0.11851586305789567,0,No,EIA861,12,"Juneau, Douglas, Greens Creek (Industrial)",NA
SR-200,0,111,"Wrangell, City of",Wrangell,SEAPA_grid,Southeast,0.11428571428571428,0,0.11428571428571428,0,No,EIA861,12,Wrangell,NA
SR-6,0,103,Ketchikan Public Utilities,Ketchikan,SEAPA_grid,Southeast,0.1025222335617437,0,0.1025222335617437,0,No,EIA861,12,"Ketchikan, Saxman",NA
SR-198,0,212,"Petersburg, City of",Petersburg,SEAPA_grid,Southeast,0.1012004553451309,0,0.1012004553451309,0,No,EIA861,12,Petersburg,NA
SR-191,332900,53,Alaska Village Electric Cooperative,Yakutat,Yakutat_grid,Southeast,0.44983333333333336,0.26405000000000017,0.18578333333333319,0.58699518340126011,Yes,PCE,12,Yakutat,NA
SR-137,332460,24,Pelican Utility,Pelican,Pelican_grid,Southeast,0.46999999999999981,0.23929166666666696,0.23070833333333285,0.50913120567375969,Yes,PCE,12,Pelican,NA
SR-193,0,100,"Sitka, City & Borough of",Sitka,Sitka_grid,Southeast,0.13141697978377631,0,0.13141697978377631,0,No,EIA861,12,Sitka,NA
SR-119,331170,2,Alaska Power & Telephone Company,Naukati Bay,Prince of Wales Is._grid,Southeast,0.40184166666666665,0.17650833333333346,0.22533333333333319,0.43924846021442976,Yes,PCE,12,Naukati Bay,NA
SR-164,331190,2,Alaska Power & Telephone Company,Skagway,Haines_grid,Southeast,0.26339166666666669,3.7966666666666843E-2,0.22542499999999985,0.14414528427247195,Yes,PCE,12,Skagway,NA
SR-176,331210,2,Alaska Power & Telephone Company,Thorne Bay,Prince of Wales Is._grid,Southeast,0.25473333333333326,2.9191666666666949E-2,0.22554166666666631,0.11459696414551279,Yes,PCE,12,"Thorne Bay, Kasaan",NA
SR-189,331230,2,Alaska Power & Telephone Company,Whale Pass,Whale_Pass_grid,Southeast,0.56459999999999988,0.33333333333333348,0.2312666666666664,0.5903884756169564,Yes,PCE,12,Whale Pass,NA
SR-47,331080,2,Alaska Power & Telephone Company,Coffman Cove,Prince of Wales Is._grid,Southeast,0.25640000000000002,3.5400000000000015E-2,0.221,0.13806552262090488,Yes,PCE,12,Coffman Cove,NA
SR-50,331090,2,Alaska Power & Telephone Company,Craig,Prince of Wales Is._grid,Southeast,0.25484999999999997,2.9191666666666755E-2,0.22565833333333321,0.11454450330259666,Yes,PCE,12,Craig,NA
SR-70,332010,417,Alaska Power & Telephone Company,Gustavus,Gustavus_grid,Southeast,0.41969166666666674,0.13150000000000023,0.28819166666666651,0.31332525862240185,Yes,PCE,12,Gustavus,NA
SR-71,331120,2,Alaska Power & Telephone Company,Haines,Haines_grid,Southeast,0.26109166666666667,3.7966666666666898E-2,0.22312499999999977,0.14541508410200849,Yes,PCE,12,"Haines, Covenant Life",NA
SR-73,331140,2,Alaska Power & Telephone Company,Hollis,Prince of Wales Is._grid,Southeast,0.25491666666666662,2.9191666666666644E-2,0.22572499999999998,0.11451454723765929,Yes,PCE,12,Hollis,NA
SR-79,331150,2,Alaska Power & Telephone Company,Hydaburg,Prince of Wales Is._grid,Southeast,0.25474166666666664,2.9191666666666727E-2,0.22554999999999992,0.1145932153488831,Yes,PCE,12,Hydaburg,NA
SR-92,331155,2,Alaska Power & Telephone Company,Klawock,Prince of Wales Is._grid,Southeast,0.25475833333333325,2.9191666666666782E-2,0.22556666666666647,0.11458571849138122,Yes,PCE,12,Klawock,NA
SR-174,332630,363,"Tenakee Springs, City of",Tenakee Springs,Tenakee Springs_grid,Southeast,0.68833333333333346,0.37265833333333404,0.31567499999999943,0.5413922518159815,Yes,PCE,12,Tenakee Springs,NA
SR-20,332650,240,Inside Passage Electric,Angoon,Angoon_grid,Southeast,0.57053333333333345,0.34179166666666694,0.22874166666666654,0.59907396587987882,Yes,PCE,12,Angoon,NA
SR-41,332660,240,Inside Passage Electric,Chilkat Valley,Haines_grid,Southeast,0.57052500000000006,0.34179166666666683,0.22873333333333323,0.59908271621167664,Yes,PCE,12,Chilkat Valley,NA
SR-75,332670,240,Inside Passage Electric,Hoonah,Hoonah_grid,Southeast,0.57052500000000006,0.34179166666666683,0.22873333333333323,0.59908271621167664,Yes,PCE,12,Hoonah,NA
SR-82,332680,240,Inside Passage Electric,Kake,Kake_grid,Southeast,0.57052500000000006,0.34179166666666683,0.22873333333333323,0.59908271621167664,Yes,PCE,12,Kake,NA
SR-93,332700,240,Inside Passage Electric,Klukwan,Haines_grid,Southeast,0.57052500000000006,0.34179166666666683,0.22873333333333323,0.59908271621167664,Yes,PCE,12,Klukwan,NA
SR-60,331960,701,Elfin Cove Utility Commission,Elfin Cove,Elfin Cove_grid,Southeast,0.72268333333333334,0.424366666666667,0.29831666666666634,0.58720970457323451,Yes,PCE,12,Elfin Cove,NA
SR-77,332030,332,Hughes Power & Light,Hughes,Hughes_grid,Yukon-Koyukuk/Upper Tanana,0.71,0.55597500000000033,0.15402499999999963,0.78306338028169065,Yes,PCE,12,Hughes,NA
SR-150,332530,364,"Ruby, City of",Ruby,Ruby_grid,Yukon-Koyukuk/Upper Tanana,0.84,0.38085000000000063,0.45914999999999934,0.45339285714285793,Yes,PCE,8,Ruby,NA
SR-111,332220,44,Mcgrath Light & Power,McGrath,McGrath_grid,Yukon-Koyukuk/Upper Tanana,0.84908333333333352,0.48606666666666737,0.36301666666666615,0.57246049661399623,Yes,PCE,12,McGrath,NA
SR-27,331790,420,Beaver Joint Utilities,Beaver,Beaver_grid,Yukon-Koyukuk/Upper Tanana,0.90000000000000024,0.47990833333333349,0.42009166666666675,0.53323148148148147,Yes,PCE,12,Beaver,NA
SR-23,331770,747,Arctic Village Electric Company,Arctic Village,Arctic Village_grid,Yukon-Koyukuk/Upper Tanana,1,0.45781666666666709,0.54218333333333291,0.45781666666666709,Yes,PCE,12,Arctic Village,NA
SR-34,331840,682,Chalkyitsik Village Council,Chalkyitsik,Chalkyitsik_grid,Yukon-Koyukuk/Upper Tanana,0.95,0.52666000000000013,0.42333999999999988,0.55437894736842119,Yes,PCE,12,Chalkyitsik,NA
SR-124,332330,416,"Nikolai, City of",Nikolai,Nikolai_grid,Yukon-Koyukuk/Upper Tanana,0.90000000000000024,0.53376666666666694,0.36623333333333336,0.5930740740740742,Yes,PCE,12,Nikolai,NA
SR-171,332600,92,Tanana Power Company Inc,Tanana,Tanana_grid,Yukon-Koyukuk/Upper Tanana,0.79084999999999994,0.42366666666666697,0.36718333333333297,0.53571052243366879,Yes,PCE,11,Tanana,NA
SR-114,331460,169,Alaska Village Electric Cooperative,Minto,Minto_grid,Yukon-Koyukuk/Upper Tanana,0.57922499999999999,0.36334166666666767,0.21588333333333232,0.62728933776454343,Yes,PCE,12,Minto,NA
SR-131,331520,169,Alaska Village Electric Cooperative,Nulato,Nulato_grid,Yukon-Koyukuk/Upper Tanana,0.62879166666666653,0.41048333333333409,0.21830833333333244,0.65281293486183956,Yes,PCE,12,Nulato,NA
SR-160,331620,169,Alaska Village Electric Cooperative,Shageluk,Shageluk_grid,Yukon-Koyukuk/Upper Tanana,0.65045833333333336,0.43105833333333343,0.21939999999999996,0.66269937864326445,Yes,PCE,12,Shageluk,NA
SR-22,331260,169,Alaska Village Electric Cooperative,Anvik,Anvik_grid,Yukon-Koyukuk/Upper Tanana,0.65947500000000014,0.43960000000000055,0.2198749999999996,0.66659084878122821,Yes,PCE,12,Anvik,NA
SR-69,331340,169,Alaska Village Electric Cooperative,Grayling,Grayling_grid,Yukon-Koyukuk/Upper Tanana,0.61535833333333334,0.39765833333333422,0.21769999999999909,0.64622239074793963,Yes,PCE,3,Grayling,NA
SR-74,331350,169,Alaska Village Electric Cooperative,Holy Cross,Holy Cross_grid,Yukon-Koyukuk/Upper Tanana,0.58429166666666654,0.36819166666666681,0.21609999999999971,0.6301504670897814,Yes,PCE,3,Holy Cross,NA
SR-78,331370,169,Alaska Village Electric Cooperative,Huslia,Huslia_grid,Yukon-Koyukuk/Upper Tanana,0.60418333333333341,0.38705833333333439,0.21712499999999904,0.64063060329370392,Yes,PCE,12,Huslia,NA
SR-85,331380,169,Alaska Village Electric Cooperative,Kaltag,Kaltag_grid,Yukon-Koyukuk/Upper Tanana,0.62105833333333338,0.4031083333333334,0.21795,0.64906678116655714,Yes,PCE,12,Kaltag,NA
SR-108,332200,264,Manley Utilities,Manley Hot Springs,Manley Hot Springs_grid,Yukon-Koyukuk/Upper Tanana,0.79859999999999998,0.54486666666666728,0.25373333333333276,0.68227731864095575,Yes,PCE,12,Manley Hot Springs,NA
SR-148,332520,759,Rampart Village Council,Rampart,Rampart_grid,Yukon-Koyukuk/Upper Tanana,0.81490000000000007,0.51210000000000111,0.30279999999999901,0.628420665112285,Yes,PCE,12,Rampart,NA
SR-33,331830,341,Central Electric Inc.,Central,Central_grid,Yukon-Koyukuk/Upper Tanana,0.64534166666666681,0.36624166666666697,0.27909999999999985,0.56751591534200263,Yes,PCE,12,Central,NA
SR-45,331900,256,Circle Electric Utility,Circle,Circle_grid,Yukon-Koyukuk/Upper Tanana,0.71,0.47010000000000074,0.2398999999999992,0.66211267605633906,Yes,PCE,6,Circle,NA
SR-65,331990,274,"Galena, City of",Galena,Galena_grid,Yukon-Koyukuk/Upper Tanana,0.67,0.30366666666666664,0.3663333333333334,0.45323383084577107,Yes,PCE,12,Galena,NA
SR-30,331810,767,Birch Creek Electric Company,Birch Creek,Birch Creek_grid,Yukon-Koyukuk/Upper Tanana,0,0,0,0,Yes,0,0,Birch Creek,NA
SR-129,331180,2,Alaska Power & Telephone Company,Northway,Northway_grid,Yukon-Koyukuk/Upper Tanana,0.64753333333333341,0.34568333333333345,0.30184999999999995,0.53384639143416057,Yes,PCE,12,"Northway, Northway Village, Northway Junction",NA
SR-17,331050,2,Alaska Power & Telephone Company,Allakaket,Allakaket_grid,Yukon-Koyukuk/Upper Tanana,0.89250833333333335,0.58022500000000043,0.31228333333333297,0.6501059747341299,Yes,PCE,12,"Allakaket, Alatna",NA
SR-175,331200,2,Alaska Power & Telephone Company,Tetlin,Tok_grid,Yukon-Koyukuk/Upper Tanana,0.44263333333333327,0.18746666666666667,0.2551666666666666,0.42352586791174041,Yes,PCE,12,Tetlin,NA
SR-178,331220,2,Alaska Power & Telephone Company,Tok,Tok_grid,Yukon-Koyukuk/Upper Tanana,0.41895833333333332,0.18746666666666686,0.23149166666666646,0.44745897563401343,Yes,PCE,12,"Tok, Tanacross",NA
SR-29,331060,2,Alaska Power & Telephone Company,Bettles,Bettles_grid,Yukon-Koyukuk/Upper Tanana,0.8259249999999998,0.51583333333333337,0.31009166666666643,0.6245522696774326,Yes,PCE,12,"Bettles, Evansville",NA
SR-55,331100,2,Alaska Power & Telephone Company,Dot Lake,Tok_grid,Yukon-Koyukuk/Upper Tanana,0.41897500000000004,0.18746666666666684,0.2315083333333332,0.44744117588559418,Yes,PCE,12,"Dot Lake, Dot Lake Village",NA
SR-56,331110,2,Alaska Power & Telephone Company,Eagle,Eagle_grid,Yukon-Koyukuk/Upper Tanana,0.7088333333333332,0.40253333333333341,0.30629999999999979,0.56788149541500144,Yes,PCE,12,"Eagle, Eagle Village",NA
SR-72,331130,2,Alaska Power & Telephone Company,Healy Lake,Healy Lake_grid,Yukon-Koyukuk/Upper Tanana,2.2570000000000001,0.80920000000000702,1.4477999999999931,0.35852902082410587,Yes,PCE,12,Healy Lake,NA
SR-186,332880,663,Venetie Village Electric,Venetie,Venetie_grid,Yukon-Koyukuk/Upper Tanana,0.92666666666666675,0.45013333333333333,0.47653333333333342,0.48575539568345322,Yes,PCE,12,Venetie,NA
SR-64,332020,63,Gwitchyaa Zhee Utilities Company,Fort Yukon,Fort Yukon_grid,Yukon-Koyukuk/Upper Tanana,0.65941666666666654,0.41075000000000017,0.24866666666666634,0.62289902691773069,Yes,PCE,11,Fort Yukon,NA
SR-168,332570,709,Stevens Village Ira Council,Stevens Village,Stevens Village_grid,Yukon-Koyukuk/Upper Tanana,1.07,0.62949999999999995,0.44050000000000006,0.58831775700934574,Yes,PCE,12,Stevens Village,NA
SR-170,332580,394,Takotna Community Assoc Inc,Takotna,Takotna_grid,Yukon-Koyukuk/Upper Tanana,1.022,0.58307500000000001,0.43892500000000001,0.57052348336594916,Yes,PCE,12,Takotna,NA
SR-101,332140,687,"Koyukuk, City of",Koyukuk,Koyukuk_grid,Yukon-Koyukuk/Upper Tanana,0.95,0.47001818181818261,0.47998181818181734,0.49475598086124489,Yes,PCE,4,Koyukuk,NA
