"AEA Sales Reporting ID","PCE ID","RCA CPCN","Utility Name","Community Name","Intertie Name","AEA Energy Region","Residential kWh Use Per Customer","Residential Revenue Per Customer","Residential $/kWh","Commercial kWh Use Per Customer","Commercial Revenue Per Customer","Commercial $/kWh","Other kWh Use Per Customer","Other Revenue Per Customer","Other $/kWh","Data Source","Number of monthly records","Communities reported","Notes"
"SR-177","331690","169","Alaska Village Electric Cooperative","Togiak","Togiak_grid","Bristol Bay","4947.7370689655172","2890.9627693965513","0.58429999999999993","12412.933333333334","7252.8769466666663","0.58429999999999993","21190.037037037036","12381.338640740738","0.58429999999999993","PCE","12","Togiak","PCE revenue assumes all kWh are at residential rate"
"SR-178","331220","2","Alaska Power & Telephone Company","Tok","Tok_grid","Yukon-Koyukuk/Upper Tanana","4785.5136540962285","1983.4358925010833","0.41446666666666659","17427.567567567563","7223.1458378378366","0.41446666666666659","16072.395061728397","6661.4720065843621","0.41446666666666659","PCE","12","Tok, Tanacross","PCE revenue assumes all kWh are at residential rate"
"SR-179","331700","169","Alaska Village Electric Cooperative","Toksook Bay","Toksook Bay_grid","Lower Yukon-Kuskokwim","5473.9124087591235","2963.8498737226282","0.5414500000000001","2565.2857142857142","1388.9739500000003","0.5414500000000001","31607.17391304348","17113.704315217397","0.5414500000000001","PCE","12","Toksook Bay","PCE revenue assumes all kWh are at residential rate"
"SR-18","331250","169","Alaska Village Electric Cooperative","Ambler","Ambler_grid","Northwest Arctic","5129.3218390804604","3169.407964367816","0.61789999999999989","4227.6666666666661","2612.2752333333324","0.61789999999999989","27059.833333333328","16720.271016666662","0.61789999999999989","PCE","12","Ambler","PCE revenue assumes all kWh are at residential rate"
"SR-180","332710","664","Tuluksak Traditional","Tuluksak","Tuluksak_grid","Lower Yukon-Kuskokwim","1181.0297029702972","885.77227722772284","0.75","14345.714285714288","10759.285714285716","0.75","1116.4000000000001","837.30000000000018","0.75","PCE","12","Tuluksak",NA
"SR-181","332720","344","Tuntutuliak Community","Tuntutuliak","Tuntutuliak_grid","Lower Yukon-Kuskokwim","3148.5668789808919","2046.5684713375801","0.65000000000000024","15777.9","10255.635000000004","0.65000000000000024","3537.75","2299.5375000000004","0.65000000000000013","PCE","12","Tuntutuliak","PCE revenue assumes all kWh are at residential rate"
"SR-182","331710","169","Alaska Village Electric Cooperative","Tununak","Toksook Bay_grid","Lower Yukon-Kuskokwim","4244.9139784946246","2298.4086736559143","0.5414500000000001","0","0","0","25189.045454545452","13638.60866136364","0.5414500000000001","PCE","12","Tununak","PCE revenue assumes all kWh are at residential rate"
"SR-183","332730","729","Twin Hills Village Council","Twin Hills","Twin Hills_grid","Bristol Bay","3744.939393939394","1898.2161553030305","0.50687500000000008","22481.333333333336","11395.225833333334","0.50687500000000008","4053.375","2054.5544531250002","0.50687500000000008","PCE","4","Twin Hills","PCE revenue assumes all kWh are at residential rate"
"SR-184","332850","741","Unalakleet Valley Electric Cooperative","Unalakleet","Unalakleet_grid","Bering Straits","4751.1861313868612","2160.6414864659359","0.45475833333333326","33969.843137254895","15448.069248692807","0.45475833333333332","12360.971830985916","5621.254948239437","0.45475833333333332","PCE","3","Unalakleet","PCE revenue assumes all kWh are at residential rate"
"SR-185","332860","106","Unalaska, City of","Unalaska","Unalaska_grid","Aleutians","4715.814910025706","1933.4448146529558","0.40999166666666659","245981.97849462365","100850.5613329749","0.40999166666666664","46556.444444444445","19087.754251851849","0.40999166666666659","PCE","12","Unalaska","PCE revenue assumes all kWh are at residential rate"
"SR-186","332880","663","Venetie Village Electric","Venetie","Venetie_grid","Yukon-Koyukuk/Upper Tanana","1777.9056603773586","1600.1150943396233","0.90000000000000013","18989.714285714286","17090.742857142861","0.90000000000000024","16387.099999999995","14748.390000000005","0.90000000000000036","PCE","12","Venetie","PCE revenue assumes all kWh are at residential rate"
"SR-187","332410","254","North Slope Borough Power & Light","Wainwright","Wainwright_grid","North Slope","8688.8431372549003","1646.8978096405222","0.18954166666666664","68594.362318840576","13001.48975785024","0.18954166666666664","21429.714285714283","4061.8237619047609","0.18954166666666664","PCE","12","Wainwright","PCE revenue assumes all kWh are at residential rate"
"SR-188","331730","169","Alaska Village Electric Cooperative","Wales","Wales_grid","Bering Straits","4498.021739130435","2701.0620543478267","0.60050000000000014","3126.4545454545455","1877.4359545454547","0.60050000000000014","19630.944444444442","11788.38213888889","0.60050000000000014","PCE","12","Wales","PCE revenue assumes all kWh are at residential rate"
"SR-189","331230","2","Alaska Power & Telephone Company","Whale Pass","Whale_Pass_grid","Southeast","3314.7882352941174","937.67072205882357","0.28287500000000004","4950.6153846153848","1400.4053269230772","0.28287500000000004","4351.3333333333339","1230.883416666667","0.28287500000000004","PCE","12","Whale Pass","PCE revenue assumes all kWh are at residential rate"
"SR-19","332350","254","North Slope Borough Power & Light","Anaktuvuk Pass","Anaktuvuk Pass_grid","North Slope","6957.0970873786391","1230.65249894822","0.17689166666666667","49368.929824561412","8732.9522782163749","0.17689166666666667","14985","2650.7216250000001","0.17689166666666667","PCE","12","Anaktuvuk Pass","PCE revenue assumes all kWh are at residential rate"
"SR-190","332890","409","White Mountain, City of","White Mountain","White Mountain_grid","Bering Straits","3759.5820895522384","2067.7701492537308","0.54999999999999993","13510.642857142857","7430.8535714285708","0.54999999999999993","10001.333333333336","5500.7333333333336","0.54999999999999993","PCE","12","White Mountain","PCE revenue assumes all kWh are at residential rate"
"SR-191","332900","53","Alaska Village Electric Cooperative","Yakutat","Yakutat_grid","Southeast","4676.666666666667","2214.869333333334","0.47360000000000019","16804.516666666663","7958.6190933333355","0.47360000000000019","30870.421875","14620.231800000007","0.47360000000000019","PCE","12","Yakutat","PCE revenue assumes all kWh are at residential rate"
"SR-192","0","10","Copper Valley Elec Assn, Inc","Valdez","CopperValley_grid","Copper River/Chugach","5357.2615486872719","1364.8720505151214","0.25477047146401982","86360.436893203878","18641.747572815533","0.21585981085144951","0","0",NA,"EIA861","0","In addition to Valdez, the CVEA service area includes 14 other communities.",NA
"SR-193","0","100","Sitka, City & Borough of","Sitka","Sitka_grid","Southeast","10418.641390205372","1935.7556608741443","0.18579732120293152","19935.24096385542","3411.1445783132531","0.17111127899070785","841517.24137931038","111517.24137931035","0.13251925913784626","EIA861","0","Sitka",NA
"SR-194","0","214","Barrow Utilities & Electric Cooperative Inc.","Utqiagvik","Utqiagvik_grid","North Slope","7083.7662337662341","1097.1428571428569","0.15488129067742229","73316","9419.7999999999993","0.12848218669867423","0","0",NA,"EIA861","0","Utqiagvik",NA
"SR-198","0","212","Petersburg, City of","Petersburg","SEAPA_grid","Southeast","15275.341480948959","1558.5909417685118","0.10203313253012049","13562.015503875969","1488.3720930232557","0.10974564161188911","593903.22580645164","64290.322580645166","0.1082505024170333","EIA861","0","Petersburg",NA
"SR-2","0","121","Anchorage Mun Light and Power","Anchorage","Railbelt_grid","Railbelt","4681.4449253670964","1085.4172565834715","0.2318551801607189","125946.98269140808","20542.024013722126","0.16310056481506702","0","0",NA,"EIA861","0","Anchorage",NA
"SR-20","332650","240","Inside Passage Electric","Angoon","Angoon_grid","Southeast","3865.467005076142","2382.0940418781724","0.61624999999999996","19277","11879.451249999998","0.61624999999999996","15996.764705882353","9858.0062500000004","0.61624999999999996","PCE","12","Angoon","PCE revenue assumes all kWh are at residential rate"
"SR-200","0","111","Wrangell, City of","Wrangell","SEAPA_grid","Southeast","11550.580431177446","1320.0663349917081","0.11428571428571428","23367.205542725173","2688.2217090069284","0.11504249851749358","0","0",NA,"EIA861","0","Wrangell",NA
"SR-21","331760","5","Aniak Light & Power","Aniak","Aniak_grid","Lower Yukon-Kuskokwim","4660.7486910994758","5018.3446344240838","1.0767250000000002","17307.978260869564","18635.932892934787","1.0767250000000002","11154.533333333335","12010.364903333337","1.0767250000000002","PCE","12","Aniak","PCE revenue assumes all kWh are at residential rate"
"SR-22","331260","169","Alaska Village Electric Cooperative","Anvik","Anvik_grid","Yukon-Koyukuk/Upper Tanana","3420.8780487804888","1985.135531707318","0.58030000000000015","0","0","0","10533.727272727274","6112.7219363636386","0.58030000000000015","PCE","12","Anvik","PCE revenue assumes all kWh are at residential rate"
"SR-23","331770","747","Arctic Village Electric Company","Arctic Village","Arctic Village_grid","Yukon-Koyukuk/Upper Tanana","2172.9139784946233","2172.9139784946233","1","31808.799999999999","31808.799999999999","1","6933.3333333333358","6933.3333333333358","1","PCE","12","Arctic Village","PCE revenue assumes all kWh are at residential rate"
"SR-24","331750","291","Andreanof Electric Corp","Atka","Atka_grid","Aleutians","2896.6129032258059","1810.3830645161288","0.625","10715.727272727274","6697.329545454545","0.625","2664.8800000000006","1665.5500000000004","0.625","PCE","12","Atka","PCE revenue assumes all kWh are at residential rate"
"SR-25","331780","337","Atmautluak Tribal Utilities","Atmautluak","Atmautluak_grid","Lower Yukon-Kuskokwim","4391.0133333333333","2971.2523555555558","0.67666666666666664","29421.090909090912","19908.271515151515","0.67666666666666664","6201.75","4196.5174999999999","0.67666666666666664","PCE","6","Atmautluak","PCE revenue assumes all kWh are at residential rate"
"SR-26","332360","254","North Slope Borough Power & Light","Atqasuk","Atqasuk_grid","North Slope","9106.4999999999982","2282.3165624999997","0.25062499999999999","43391.981132075474","10875.115271226416","0.25062499999999999","29114.75","7296.8842187499995","0.25062499999999999","PCE","12","Atqasuk","PCE revenue assumes all kWh are at residential rate"
"SR-27","331790","420","Beaver Joint Utilities","Beaver","Beaver_grid","Yukon-Koyukuk/Upper Tanana","2027.7272727272727","1824.9545454545457","0.90000000000000024","17808.571428571431","16027.71428571429","0.90000000000000024","12877.857142857141","11590.071428571431","0.90000000000000013","PCE","12","Beaver","PCE revenue assumes all kWh are at residential rate"
"SR-28","331800","43","Bethel Utilities Corp","Bethel","Bethel_grid","Lower Yukon-Kuskokwim","5315.9092827004206","2097.1262120253159","0.39449999999999991","19312.606807511736","7618.8233855633789","0.39449999999999991","100644.73426573427","39704.34766783216","0.39449999999999991","PCE","12","Bethel, Oscarville","PCE revenue assumes all kWh are at residential rate"
"SR-29","331060","2","Alaska Power & Telephone Company","Bettles","Bettles_grid","Yukon-Koyukuk/Upper Tanana","2798.0909090909095","2100.7833371212128","0.75079166666666686","4842.2000000000007","3635.4834083333344","0.75079166666666675","12158.954545454548","9128.8417481060624","0.75079166666666675","PCE","12","Bettles, Evansville","PCE revenue assumes all kWh are at residential rate"
"SR-3","0","8","Chugach Electric Assn Inc","Anchorage","Railbelt_grid","Railbelt","6510.0704794272506","1377.3908683176865","0.21157848792427639","54138.012537252078","9454.4137293186723","0.17463540470410027","8784857.1428571437","1335942.8571428573","0.15207337301200119","EIA861","0","In addition to Anchorage, the CEA service area includes eight other communities.",NA
"SR-30","331810","767","Birch Creek Electric Company","Birch Creek","Birch Creek_grid","Yukon-Koyukuk/Upper Tanana","1624.75","1868.4625000000001","1.1500000000000001","6345.4","7297.21","1.1500000000000001","5917.166666666667","6804.7416666666677","1.1500000000000001","PCE","12","Birch Creek","PCE revenue assumes all kWh are at residential rate"
"SR-31","331270","169","Alaska Village Electric Cooperative","Brevig Mission","Brevig Mission_grid","Bering Straits","5613.967741935483","2947.3330645161295","0.52500000000000013","2824.5","1482.8625000000004","0.52500000000000013","23449.769230769227","12311.12884615385","0.52500000000000013","PCE","12","Brevig Mission","PCE revenue assumes all kWh are at residential rate"
"SR-32","331820","432","Buckland, City of","Buckland","Buckland_grid","Northwest Arctic","6654.6346153846171","3154.9622711538468","0.47410000000000002","39515.470588235294","18734.284605882356","0.47410000000000002","10289.047619047618","4878.0374761904759","0.47410000000000002","PCE","12","Buckland","PCE revenue assumes all kWh are at residential rate"
"SR-33","331830","341","Central Electric Inc.","Central","Central_grid","Yukon-Koyukuk/Upper Tanana","1737.3098591549297","1126.7757419014085","0.64857500000000001","4699.3999999999996","3047.9133550000001","0.64857500000000001","7681.1666666666661","4981.812670833333","0.64857500000000001","PCE","6","Central","PCE revenue assumes all kWh are at residential rate"
"SR-34","331840","682","Chalkyitsik Village Council","Chalkyitsik","Chalkyitsik_grid","Yukon-Koyukuk/Upper Tanana","971.51063829787222","922.93510638297835","0.94999999999999973","4813.6666666666661","4572.9833333333318","0.94999999999999973","5554.2666666666682","5276.5533333333342","0.94999999999999984","PCE","12","Chalkyitsik","PCE revenue assumes all kWh are at residential rate"
"SR-35","332310","365","Naterkaq Light Plant (City of Chefornak)","Chefornak","Chefornak_grid","Lower Yukon-Kuskokwim","4946.592592592594","2720.6259259259264","0.54999999999999993","8599.7999999999975","4729.8899999999994","0.54999999999999993","14162.825000000001","7789.5537499999991","0.54999999999999993","PCE","12","Chefornak","PCE revenue assumes all kWh are at residential rate"
"SR-36","331850","686","Chenega Ira Council","Chenega Bay","Chenega_grid","Copper River/Chugach","3106.37037037037","2410.0256790123449","0.77583333333333315","4020.5882352941176","3119.3063725490192","0.77583333333333326","4949.076923076922","3839.6588461538458","0.77583333333333326","PCE","12","Chenega Bay","PCE revenue assumes all kWh are at residential rate"
"SR-37","331280","169","Alaska Village Electric Cooperative","Chevak","Chevak_grid","Lower Yukon-Kuskokwim","4508.1563981042655","2418.6259075829389","0.53650000000000009","8700.363636363636","4667.7450909090931","0.53650000000000009","38934.099999999991","20888.144650000002","0.53650000000000009","PCE","12","Chevak","PCE revenue assumes all kWh are at residential rate"
"SR-38","331860","297","Chignik, City of","Chignik","Chignik_grid","Bristol Bay","2809.0892857142858","1175.3931843750001","0.41842499999999999","5122.4729729729725","2143.3707537162168","0.41842500000000005","11939.545454545454","4995.8043068181832","0.41842500000000005","PCE","4","Chignik","PCE revenue assumes all kWh are at residential rate"
"SR-39","331870","658","Chignik Lagoon Power Utility","Chignik Lagoon","Chignik Lagoon_grid","Bristol Bay","2836.2469135802467","1630.8419753086423","0.57500000000000007","15949.857142857145","9171.1678571428602","0.57500000000000007","5336.909090909091","3068.7227272727282","0.57500000000000007","PCE","6","Chignik Lagoon","PCE revenue assumes all kWh are at residential rate"
"SR-4","0","13","Golden Valley Elec Assn Inc","Fairbanks","Railbelt_grid","Railbelt","6772.5443547366558","1779.4791323935106","0.26274898165103328","18156.939234808702","4485.4913728432111","0.24704006081840418","1444377.6091081596","260627.89373814041","0.18044304487596347","EIA861","0","In addition to Fairbanks, the GVEA service area includes 25 other communities.",NA
"SR-40","331880","437","Chignik Lake Electric Utility","Chignik Lake","Chignik Lake_grid","Bristol Bay","2304.5306122448983","1862.8289115646262","0.80833333333333346","14493.75","11715.781250000002","0.80833333333333346","10283.900000000001","8312.8191666666698","0.80833333333333346","PCE","12","Chignik Lake","PCE revenue assumes all kWh are at residential rate"
"SR-41","332660","240","Inside Passage Electric","Chilkat Valley","Haines_grid","Southeast","3074.0514018691588","1894.3841764018689","0.61624999999999996","16473.916666666664","10152.051145833331","0.61624999999999996","3637.2222222222222","2241.438194444444","0.61624999999999996","PCE","12","Chilkat Valley","PCE revenue assumes all kWh are at residential rate"
"SR-42","331070","2","Alaska Power & Telephone Company","Chistochina","Slana_grid","Copper River/Chugach","3692.4230769230771","2236.2237259615376","0.60562499999999986","8697.4210526315783","5267.3756249999979","0.60562499999999986","5740.2","3476.4086249999991","0.60562499999999986","PCE","12","Chistochina","PCE revenue assumes all kWh are at residential rate"
"SR-43","331890","368","Chitina Electric Inc","Chitina","Chitina_grid","Copper River/Chugach","2117.9148936170213","1482.5404255319149","0.70000000000000007","7302.1290322580644","5111.4903225806456","0.70000000000000007","6069.7999999999993","4248.8599999999997","0.70000000000000007","PCE","12","Chitina","PCE revenue assumes all kWh are at residential rate"
"SR-44","332230","343","Middle Kuskokwim Electric","Chuathbaluk","Chuathbaluk_grid","Lower Yukon-Kuskokwim","2376.75","2883.4731000000006","1.2132000000000003","14044.750000000002","17039.090700000008","1.2132000000000003","4298.1538461538457","5214.5202461538465","1.2132000000000003","PCE","6","Chuathbaluk","PCE revenue assumes all kWh are at residential rate"
"SR-45","331900","256","Circle Electric Utility","Circle","Circle_grid","Yukon-Koyukuk/Upper Tanana","2768.9999999999995","2181.9258499999996","0.78798333333333337","7154.5714285714275","5637.683042857142","0.78798333333333326","18044.2","14218.528863333337","0.78798333333333348","PCE","12","Circle","PCE revenue assumes all kWh are at residential rate"
"SR-46","331910","360","Clark's Point, City of","Clark's Point","Clark's Point_grid","Bristol Bay","2696.6800000000003","2966.348","1.0999999999999999","8984.0000000000018","9882.4","1.0999999999999999","3163.0909090909086","3479.3999999999996","1.0999999999999999","PCE","6","Clark's Point","PCE revenue assumes all kWh are at residential rate"
"SR-47","331080","2","Alaska Power & Telephone Company","Coffman Cove","Prince of Wales Is._grid","Southeast","4079.2054054054051","1153.9052290540542","0.28287500000000004","4386.3571428571431","1240.7907767857146","0.28287500000000004","9353.3157894736833","2645.8192039473688","0.28287500000000004","PCE","12","Coffman Cove","PCE revenue assumes all kWh are at residential rate"
"SR-48","331980","88","G & K Inc","Cold Bay","Cold Bay_grid","Aleutians","3897.65","2856.4252829166667","0.73285833333333328","38151.500000000007","27959.644704166669","0.73285833333333328","10848.875000000002","7950.6884510416658","0.73285833333333328","PCE","12","Cold Bay","PCE revenue assumes all kWh are at residential rate"
"SR-49","331920","160","Cordova Electric Cooperative","Cordova","Cordova_grid","Copper River/Chugach","4806.1627188465509","1744.7972723652595","0.36303333333333332","22553.433701657457","8187.6482148250461","0.36303333333333332","30224.547826086957","10972.5183457971","0.36303333333333326","PCE","12","Cordova, Eyak","PCE revenue assumes all kWh are at residential rate"
"SR-5","0","32","Homer Electric Assn Inc","Homer","Railbelt_grid","Railbelt","5759.7639484978536","1552.9113018597998","0.26961370565625331","38070.731126458682","8887.4017623243617","0.23344447294177992","5122333.333333333","547554.16666666663","0.10689545779918005","EIA861","0","In addition to Homer, the HEA service area includes 29 other communities",NA
"SR-50","331090","2","Alaska Power & Telephone Company","Craig","Prince of Wales Is._grid","Southeast","4989.2673410404623","1411.338999096821","0.28287500000000004","14108.082317073175","3990.8237854420749","0.28287500000000004","28272.953846153843","7997.7118192307689","0.28287500000000004","PCE","12","Craig","PCE revenue assumes all kWh are at residential rate"
"SR-51","332240","343","Middle Kuskokwim Electric","Crooked Creek","Crooked Creek_grid","Lower Yukon-Kuskokwim","2339.166666666667","2837.8770000000009","1.2132000000000003","11688.444444444445","14180.420800000002","1.2132000000000003","6469.166666666667","7848.3930000000028","1.2132000000000003","PCE","12","Crooked Creek","PCE revenue assumes all kWh are at residential rate"
"SR-52","332060","369","Ipnatchiaq Electric Company","Deering","Deering_grid","Northwest Arctic","4836.3921568627447","3178.8799581699341","0.65728333333333322","34800","22873.459999999995","0.65728333333333322","13269.09090909091","8721.5523030303029","0.65728333333333322","PCE","12","Deering","PCE revenue assumes all kWh are at residential rate"
"SR-53","332430","45","Nushagak Electric Cooperative","Dillingham","Dillingham_grid","Bristol Bay","5133.2256770310933","2282.5743510531602","0.44466666666666682","25570.346698113208","11370.280831761012","0.44466666666666688","16100.5","7159.3556666666691","0.44466666666666682","PCE","12","Dillingham, Aleknagik","PCE revenue assumes all kWh are at residential rate"
"SR-54","331930","383","Diomede Joint Utilities","Diomede","Diomede_grid","Bering Straits","0","0","0","0","0","0","0","0",NA,"0","0","Diomede","PCE revenue assumes all kWh are at residential rate"
"SR-55","331100","2","Alaska Power & Telephone Company","Dot Lake","Tok_grid","Yukon-Koyukuk/Upper Tanana","3728.6249999999995","1545.3286312499997","0.41444999999999993","9032.0666666666639","3743.3400299999985","0.41444999999999993","14251.699999999999","5906.6170649999985","0.41444999999999993","PCE","12","Dot Lake, Dot Lake Village","PCE revenue assumes all kWh are at residential rate"
"SR-56","331110","2","Alaska Power & Telephone Company","Eagle","Eagle_grid","Yukon-Koyukuk/Upper Tanana","2098.3061224489793","1432.5485615646253","0.68271666666666653","8373","5716.3866499999986","0.68271666666666653","8124.8666666666659","5546.9818877777761","0.68271666666666653","PCE","12","Eagle, Eagle Village","PCE revenue assumes all kWh are at residential rate"
"SR-57","331290","169","Alaska Village Electric Cooperative","Eek","Eek_grid","Lower Yukon-Kuskokwim","4156.855855855857","2380.2156630630629","0.57259999999999989","5148.9047619047633","2948.2628666666665","0.57259999999999989","18281.649999999998","10468.072789999997","0.57259999999999989","PCE","12","Eek","PCE revenue assumes all kWh are at residential rate"
"SR-58","331940","320","Egegik Light & Power Co","Egegik","Egegik_grid","Bristol Bay","1933.6860465116279","1256.8959302325584","0.65000000000000013","11119.08695652174","7227.4065217391317","0.65000000000000013","6199.95","4029.9675000000007","0.65000000000000013","PCE","4","Egegik","PCE revenue assumes all kWh are at residential rate"
"SR-59","331950","688","City of Ekwok","Ekwok","New_Stuyahok_grid","Bristol Bay","3649.7777777777778","2167.9680000000008","0.59400000000000008","0","0","0","13258.266666666668","7875.4104000000025","0.59400000000000008","PCE","12","Ekwok","PCE revenue assumes all kWh are at residential rate"
"SR-6","0","103","Ketchikan Public Utilities","Ketchikan","SEAPA_grid","Southeast","10605.008449838686","1197.6801351974188","0.11293533059048502","54506.706408345752","5740.6855439642331","0.10532071963690053","1364000","128824.99999999999","9.4446480938416413E-2","EIA861","0","Ketchikan, Saxman",NA
"SR-60","331960","701","Elfin Cove Utility Commission","Elfin Cove","Elfin Cove_grid","Southeast","2450.5744680851067","1629.9179216312059","0.66511666666666669","4906.4230769230771","3263.3437621794878","0.66511666666666669","1777.5714285714289","1182.2923833333334","0.66511666666666669","PCE","12","Elfin Cove","PCE revenue assumes all kWh are at residential rate"
"SR-61","331300","169","Alaska Village Electric Cooperative","Elim","Elim_grid","Bering Straits","5474.4673913043489","3202.5634239130436","0.58499999999999996","10361.6875","6061.5871875000003","0.58499999999999996","18289.65517241379","10699.448275862069","0.58499999999999996","PCE","10","Elim","PCE revenue assumes all kWh are at residential rate"
"SR-62","331310","169","Alaska Village Electric Cooperative","Emmonak","Emmonak_grid","Lower Yukon-Kuskokwim","4895.7720930232563","2583.9885106976749","0.52780000000000005","37787.068965517239","19944.015000000003","0.52780000000000005","30996.68","16360.047703999999","0.52780000000000005","PCE","12","Emmonak","PCE revenue assumes all kWh are at residential rate"
"SR-63","331970","442","False Pass, City of","False Pass","False Pass_grid","Aleutians","2625.1000000000004","1444.5269025000002","0.55027500000000007","18108.083333333328","9964.4255562499984","0.55027500000000007","6087.6666666666661","3349.8907750000003","0.55027500000000007","PCE","12","False Pass","PCE revenue assumes all kWh are at residential rate"
"SR-64","332020","63","Gwitchyaa Zhee Utilities Company","Fort Yukon","Fort Yukon_grid","Yukon-Koyukuk/Upper Tanana","3519.6900369003693","2309.7085944649443","0.65622499999999995","12697.442622950819","8332.379285245901","0.65622499999999995","17600.459459459453","11549.861508783779","0.65622499999999995","PCE","11","Fort Yukon","PCE revenue assumes all kWh are at residential rate"
"SR-65","331990","274","Galena, City of","Galena","Galena_grid","Yukon-Koyukuk/Upper Tanana","4093.7368421052633","2439.8671578947369","0.59599999999999997","22519.452554744526","13421.593722627736","0.59599999999999997","17704.107142857141","10551.647857142856","0.59599999999999997","PCE","12","Galena","PCE revenue assumes all kWh are at residential rate"
"SR-66","331320","169","Alaska Village Electric Cooperative","Gambell","Gambell_grid","Bering Straits","4484.2797619047624","2451.7799598214287","0.54674999999999996","8478.523809523811","4635.632892857142","0.54674999999999996","24495.756756756757","13393.055006756755","0.54674999999999996","PCE","12","Gambell","PCE revenue assumes all kWh are at residential rate"
"SR-67","332000","373","Golovin Power Utilities","Golovin","Golovin_grid","Bering Straits","5423.3877551020414","2295.9008163265312","0.42333333333333339","11463.405405405407","4852.8416216216228","0.42333333333333339","10513.4375","4450.6885416666673","0.42333333333333339","PCE","5","Golovin","PCE revenue assumes all kWh are at residential rate"
"SR-68","331330","169","Alaska Village Electric Cooperative","Goodnews Bay","Goodnews Bay_grid","Lower Yukon-Kuskokwim","5051.0487804878039","2750.2960609756096","0.5445000000000001","8610.1666666666661","4688.2357500000007","0.5445000000000001","13540.411764705883","7372.7542058823547","0.5445000000000001","PCE","12","Goodnews Bay","PCE revenue assumes all kWh are at residential rate"
"SR-69","331340","169","Alaska Village Electric Cooperative","Grayling","Grayling_grid","Yukon-Koyukuk/Upper Tanana","3427.8055555555566","1914.4294027777787","0.55850000000000011","4477.5555555555557","2500.7147777777786","0.55850000000000011","16823.842105263157","9396.115815789477","0.55850000000000011","PCE","12","Grayling","PCE revenue assumes all kWh are at residential rate"
"SR-7","0","16","Kodiak Electric Assn Inc","Kodiak","Kodiak_grid","Kodiak","7160.2974592026439","1242.9250154926667","0.17358566771485445","19625.235404896423","3326.7419962335216","0.16951348239132522","768527.77777777787","120398.14814814815","0.15666076312333585","EIA861","0","The KEA service area includes the communities of Port Lions, Chiniak, Womens Bay and Woody Island.",NA
"SR-70","332010","417","Alaska Power & Telephone Company","Gustavus","Gustavus_grid","Southeast","2494.8913934426228","1100.1223599385246","0.44095000000000001","5357.829545454545","2362.5349380681814","0.44094999999999995","8468.5","3734.1850749999994","0.44094999999999995","PCE","12","Gustavus","PCE revenue assumes all kWh are at residential rate"
"SR-71","331120","2","Alaska Power & Telephone Company","Haines","Haines_grid","Southeast","4657.6871218668975","1254.7420965715933","0.2693916666666667","16357.968481375359","4406.7003924785113","0.2693916666666667","30885.101449275364","8320.1889545893737","0.2693916666666667","PCE","12","Haines, Covenant Life","PCE revenue assumes all kWh are at residential rate"
"SR-72","331130","2","Alaska Power & Telephone Company","Healy Lake","Healy Lake_grid","Yukon-Koyukuk/Upper Tanana","2110.4285714285716","1748.4197238095239","0.82846666666666657","5741.5","4756.6413666666658","0.82846666666666657","11500","9527.366666666665","0.82846666666666657","PCE","12","Healy Lake","PCE revenue assumes all kWh are at residential rate"
"SR-73","331140","2","Alaska Power & Telephone Company","Hollis","Prince of Wales Is._grid","Southeast","4754.4962962962964","1344.928139814815","0.28287500000000004","56753.857142857152","16054.247339285715","0.28287500000000004","4246","1201.0872500000003","0.28287500000000004","PCE","12","Hollis","PCE revenue assumes all kWh are at residential rate"
"SR-74","331350","169","Alaska Village Electric Cooperative","Holy Cross","Holy Cross_grid","Yukon-Koyukuk/Upper Tanana","3274.6543209876545","1797.1302913580248","0.54879999999999995","0","0","0","14977.736842105263","8219.781978947367","0.54879999999999995","PCE","12","Holy Cross","PCE revenue assumes all kWh are at residential rate"
"SR-75","332670","240","Inside Passage Electric","Hoonah","Hoonah_grid","Southeast","4298.1136950904402","2648.7125645994838","0.61624999999999996","26958.951612903224","16613.453931451611","0.61624999999999996","19130.227272727272","11789.002556818179","0.61624999999999996","PCE","12","Hoonah","PCE revenue assumes all kWh are at residential rate"
"SR-76","331360","169","Alaska Village Electric Cooperative","Hooper Bay","Hooper Bay_grid","Lower Yukon-Kuskokwim","4599.7581227436813","2452.3610431407942","0.53315000000000012","12259.58064516129","6536.1954209677424","0.53315000000000012","36631.697674418603","19530.189615116284","0.53315000000000012","PCE","12","Hooper Bay","PCE revenue assumes all kWh are at residential rate"
"SR-77","332030","332","Hughes Power & Light","Hughes","Hughes_grid","Yukon-Koyukuk/Upper Tanana","3511.372549019608","2493.074509803922","0.71","7141.9473684210507","5070.7826315789462","0.71","16958.000000000004","12040.180000000002","0.71","PCE","4","Hughes","PCE revenue assumes all kWh are at residential rate"
"SR-78","331370","169","Alaska Village Electric Cooperative","Huslia","Huslia_grid","Yukon-Koyukuk/Upper Tanana","4581.9514563106804","2618.1270621359222","0.57139999999999991","0","0","0","15757.903225806451","9004.0659032258063","0.57139999999999991","PCE","12","Huslia","PCE revenue assumes all kWh are at residential rate"
"SR-79","331150","2","Alaska Power & Telephone Company","Hydaburg","Prince of Wales Is._grid","Southeast","5524.4516129032263","1562.7292500000005","0.28287500000000004","8715.8979591836724","2465.5096352040823","0.28287500000000004","28886.166666666668","8171.1743958333345","0.28287500000000004","PCE","12","Hydaburg","PCE revenue assumes all kWh are at residential rate"
