"Utility Name","Plant Name","Community Name","Fuel Type","Prime Mover","Net Generation MMBtu","Total Fuel MMBtu","Emission Factor","CO2 Metric Tons from Fuel","Efficiency (Max = 1.00)","Net Generation MWh","Fuel Use","Estimated Average Heat Content","Source","Notes"
"Mcgrath Light & Power","McGrath","McGrath","DFO","IC","9400","26268","73.150000000000006","1921","0.36","2755","189399","0.13900000000000001","pce",NA
"Metlakatla Power & Light","Centennial","Metlakatla","DFO","IC","-641","992","73.150000000000006","73","-0.65","-188","7140","0.13900000000000001","eia",NA
"Metlakatla Power & Light","Chester Lake","Metlakatla","WAT","HY","18602","0",NA,"0","0.36","5452","0",NA,"eia",NA
"Metlakatla Power & Light","Purple Lake","Metlakatla","WAT","HY","55128","0",NA,"0","0.36","16157","0",NA,"eia",NA
"Middle Kuskokwim Electric","Chuathbaluk","Chuathbaluk","DFO","IC","94","3956","73.150000000000006","289","0.23","28","28525","0.13900000000000001","pce",NA
"Middle Kuskokwim Electric","Crooked Creek","Crooked Creek","DFO","IC",NA,"3442","73.150000000000006","252","0.3",NA,"24821","0.13900000000000001","pce",NA
"Middle Kuskokwim Electric","Red Devil","Red Devil","DFO","IC","399","1914","73.150000000000006","140","0.21","117","13799","0.13900000000000001","pce",NA
"Middle Kuskokwim Electric","Sleetmute","Sleetmute","DFO","IC","876","3317","73.150000000000006","243","0.26","257","23914","0.13900000000000001","pce",NA
"Middle Kuskokwim Electric","Stony River","Stony River","DFO","IC","95","2216","73.150000000000006","162","0.21","28","15979","0.13900000000000001","pce",NA
"Naknek Electric Association","Naknek","Naknek, South Naknek, King Salmon","DFO","IC","66005","180310","73.150000000000006","13190","0.37","19345","1300091","0.13900000000000001","pce",NA
"Napaskiak Electric Utility","Napaskiak","Napaskiak","DFO","IC","2651","10518","73.150000000000006","769","0.25","777","75841","0.13900000000000001","pce",NA
"Naterkaq Light Plant (City of Chefornak)","Chefornak","Chefornak","DFO","IC","6301","19069","73.150000000000006","1395","0.33","1847","137491","0.13900000000000001","pce",NA
"Native Village of Perryville","Perryville","Perryville","DFO","IC","1425","4227","73.150000000000006","309","0.34","418","30479","0.13900000000000001","pce",NA
"Nelson Lagoon Electrical Coop","Nelson Lagoon","Nelson Lagoon","DFO","IC","1330","5075","73.150000000000006","371","0.26","390","36590","0.13900000000000001","pce",NA
"New Koliganek Village Council","Koliganek","Koliganek","DFO","IC","2240","8512","73.150000000000006","623","0.26","657","61375","0.13900000000000001","pce",NA
"Nikolai, City of","Nikolai","Nikolai","DFO","IC","1398","5449","73.150000000000006","399","0.26","410","39288","0.13900000000000001","pce",NA
"Nome Joint Utility Systems","Snake River","Nome","DFO","IC","117820","304014","73.150000000000006","22239","0.39","34531","2192041","0.13900000000000001","pce",NA
"North Slope Borough Power & Light","Anaktuvuk Pass","Anaktuvuk Pass","DFO","IC","13804","42954","73.150000000000006","3142","0.32","4046","309713","0.13900000000000001","pce",NA
"North Slope Borough Power & Light","Atqasuk","Atqasuk","DFO","IC","12022","36553","73.150000000000006","2674","0.33","3523","263562","0.13900000000000001","pce",NA
"North Slope Borough Power & Light","Kaktovik","Kaktovik","DFO","IC","19546","49867","73.150000000000006","3648","0.39","5729","359559","0.13900000000000001","pce",NA
"North Slope Borough Power & Light","Nuiqsut","Nuiqsut","DFO","IC","3487","15457","73.150000000000006","1131","0.23","1022","111448","0.13900000000000001","pce",NA
"North Slope Borough Power & Light","Point Hope","Point Hope","DFO","IC","21621","58142","73.150000000000006","4253","0.37","6337","419223","0.13900000000000001","pce",NA
"North Slope Borough Power & Light","Point Lay","Point Lay","DFO","IC","11014","39210","73.150000000000006","2868","0.28000000000000003","3228","282718","0.13900000000000001","pce",NA
"North Slope Borough Power & Light","Wainwright","Wainwright","DFO","IC","21755","66427","73.150000000000006","4859","0.33","6376","478961","0.13900000000000001","pce",NA
"Nunam Iqua Electric Company","Sheldon Point","Nunam Iqua","DFO","IC","2999","9763","73.150000000000006","714","0.31","879","70398","0.13900000000000001","pce",NA
"Nushagak Electric Cooperative","Dillingham","Dillingham, Aleknagik","DFO","IC","65391","177598","73.150000000000006","12991","0.37","19165","1280536","0.13900000000000001","pce",NA
"Ouzinkie, City of","Ouzinkie","Ouzinkie","DFO","IC","1838","6090","73.150000000000006","446","0.3","539","43914","0.13900000000000001","pce",NA
"Pedro Bay Village Council","Pedro Bay","Pedro Bay","DFO","IC","658","2855","73.150000000000006","209","0.23","193","20583","0.13900000000000001","pce",NA
"Pelican Utility","Pelican","Pelican","DFO","IC","2798","8441","73.150000000000006","617","0.33","820","60861","0.13900000000000001","pce",NA
"Petersburg, City of","Blind Slough","Petersburg","DFO","IC","2752","8534","73.150000000000006","624","0.32","807","61782","0.13900000000000001","eia",NA
"Petersburg, City of","Blind Slough","Petersburg","WAT","HY","45240","0",NA,"0","0.36","13259","0",NA,"eia",NA
"Pilot Point Electric Utility","Pilot Point","Pilot Point","DFO","IC","1567","5727","73.150000000000006","419","0.27","459","41294","0.13900000000000001","pce",NA
"Port Heiden Utilities","Port Heiden","Port Heiden","DFO","IC","2244","8807","73.150000000000006","644","0.25","658","63504","0.13900000000000001","pce",NA
"Puvurnaq Power Company","Kongiganak","Kongiganak","DFO","IC","3444","11761","73.150000000000006","860","0.28999999999999998","1009","84800","0.13900000000000001","pce",NA
"Ruby, City of","Ruby","Ruby","DFO","IC","2308","6448","73.150000000000006","472","0.36","676","46495","0.13900000000000001","pce",NA
"Saint George, City of","Saint George","Saint George","DFO","IC","2508","8243","73.150000000000006","603","0.3","735","59438","0.13900000000000001","pce",NA
"Saint Paul Municipal Electric","Saint Paul","Saint Paul","DFO","IC","15468","43143","73.150000000000006","3156","0.36","4533","311072","0.13900000000000001","pce",NA
"Seward, City of","Seward","Seward","DFO","IC","341","1310","73.150000000000006","96","0.26","100","9492","0.13900000000000001","eia","The City of Seward services the communities of Crown Point, Primrose, Bear Creek and Lowell Point."
"Sitka, City & Borough of","Blue Lake","Sitka","WAT","HY","189953","0",NA,"0","0.36","55672","0",NA,"eia",NA
"Sitka, City & Borough of","Green Lake","Sitka","WAT","HY","197780","0",NA,"0","0.36","57966","0",NA,"eia",NA
"Sitka, City & Borough of","Jarvis Street","Sitka","DFO","IC","6210","25048","73.150000000000006","1832","0.25","1820","180936","0.13900000000000001","eia",NA
"Takotna Community Assoc Inc","Takotna","Takotna","DFO","IC","684","2936","73.150000000000006","215","0.23","200","21173","0.13900000000000001","pce",NA
"Tanalian Electric Cooperative","Port Alsworth","Port Alsworth","DFO","IC","2587","8989","73.150000000000006","658","0.28999999999999998","758","64811","0.13900000000000001","pce",NA
"Tanana Power Company Inc","Tanana","Tanana","DFO","IC","3943","12616","73.150000000000006","923","0.31","1156","90966","0.13900000000000001","pce",NA
"Tatitlek Village Ira Council","Tatitlek","Tatitlek","DFO","IC","1639","6107","73.150000000000006","447","0.27","480","44035","0.13900000000000001","pce",NA
"TDX Adak Generating LLC","Adak","Adak","DFO","IC",NA,"38940","73.150000000000006","2848","0.32",NA,"280769","0.13900000000000001","pce",NA
"TDX Corporation","Sand Point","Sand Point","DFO","IC","13302","37547","73.150000000000006","2747","0.35","3899","270725","0.13900000000000001","pce",NA
"TDX Manley Generating LLC","Manley Hot Springs","Manley Hot Springs","DFO","IC","1620","5458","73.150000000000006","399","0.3","475","39356","0.13900000000000001","pce",NA
"Tenakee Springs, City of","Tenakee Springs","Tenakee Springs","DFO","IC","1423","4488","73.150000000000006","328","0.32","417","32363","0.13900000000000001","pce",NA
"Tuluksak Traditional","Tuluksak","Tuluksak","DFO","IC","2168","7209","73.150000000000006","527","0.3","635","51982","0.13900000000000001","pce",NA
"Tuntutuliak Community","Tuntutuliak","Tuntutuliak","DFO","IC","3259","13230","73.150000000000006","968","0.25","955","95394","0.13900000000000001","pce",NA
"Twin Hills Village Council","Twin Hills","Twin Hills","DFO","IC","1011","4174","73.150000000000006","305","0.24","296","30093","0.13900000000000001","pce",NA
"Umnak Power Company","Nikolski","Nikolski","DFO","IC","758","3280","73.150000000000006","240","0.23","222","23651","0.13900000000000001","pce",NA
"Unalakleet Valley Electric Cooperative","Unalakleet","Unalakleet","DFO","IC","11869","32981","73.150000000000006","2413","0.36","3479","237801","0.13900000000000001","pce",NA
"Unalaska, City of","Dutch Harbor","Dutch Harbor, Unalaska","DFO","IC","149534","395525","73.150000000000006","28933","0.38","43826","2869104","0.13900000000000001","eia",NA
"Unalaska, City of","Unalaska Power Module","Dutch Harbor, Unalaska","DFO","IC","471","1373","73.150000000000006","100","0.34","138","9954","0.13900000000000001","eia",NA
"Ungusraq Power Company","Newtok","Newtok","DFO","IC","1717","6232","73.150000000000006","456","0.28000000000000003","503","44937","0.13900000000000001","pce",NA
"White Mountain, City of","White Mountain","White Mountain","DFO","IC","2595","8768","73.150000000000006","641","0.3","761","63221","0.13900000000000001","pce",NA
"Wrangell, City of","Wrangell","Wrangell","DFO","IC","1481","6184","73.150000000000006","452","0.24","434","47208","0.13900000000000001","eia",NA
"Yakutat Power Inc","Yakutat","Yakutat","DFO","IC","20927","58526","73.150000000000006","4281","0.36","6133","421992","0.13900000000000001","pce",NA
